Employee_ID,Monthly_Income_Predictions,Subtraction_scaled,Pay_Flag
601,7034.300014873268,0.14454782496445345,Fair
737,5341.98605980579,-0.26245838919549486,Fair
315,3890.5527613409804,0.8222702620424592,Fair
816,3918.533805991948,-0.32195147592462076,Fair
979,4335.562320767727,-0.14034106733545187,Fair
10,4570.177605245911,0.5512746358038743,Fair
135,7449.219510376787,-0.1813210320507665,Fair
778,3907.3384497518787,-1.775603420534485,Fair
410,3069.40327019543,-0.39793801088108777,Fair
413,4122.523578530081,-0.8557389892275933,Fair
72,4517.44330592969,-1.460072301481705,Fair
460,4089.159264739774,-0.628585511927444,Fair
510,3073.749727311567,-0.5781551680450211,Fair
55,3507.544004478951,0.18639938289778113,Fair
802,4788.73349115064,0.7833190853168661,Fair
714,5650.517949822822,1.0392353081789285,Fair
543,4351.222082749688,-0.11505955992453826,Fair
768,4538.366843254003,0.4710668615915428,Fair
147,4785.194695109265,-0.025272486883144273,Fair
837,5469.506958518437,0.9015052530886704,Fair
488,5815.483912245622,1.0055039354566584,Fair
874,4129.783953044342,-1.971079058713993,Fair
949,3505.613988228478,-0.2537856722104809,Fair
719,4903.854772598721,0.20660909177874118,Fair
35,4146.5146030238775,0.6626997741662393,Fair
172,4122.343518150903,-0.4699431523842381,Fair
396,5931.650021870966,1.597357081174316,Fair
369,3925.3527687978562,-0.3280493006442639,Fair
362,4784.6349864772155,-0.6280183248693104,Fair
329,4318.991530835474,-1.2238330573091583,Fair
684,5238.221419362962,1.2175510798187643,Fair
257,7366.15624405344,2.487705513405083,Underpaid
1000,4707.32981086238,-0.8543233272545241,Fair
180,4723.225503822725,1.2948847324280173,Fair
919,3225.946345829073,3.231765023588616,Underpaid
586,4368.6189147119285,1.5864518417564155,Fair
165,5875.606667575894,0.7102221771148395,Fair
850,6119.943460106144,-0.4389574404959987,Fair
957,3902.246260648907,-0.5167178901369843,Fair
467,4553.464621468858,-1.4892058797705363,Fair
373,4097.520892433711,-0.6613310667729682,Fair
602,4126.531082224239,-0.383644447652876,Fair
485,4755.466400231629,-1.306056669866974,Fair
14,5195.023502132593,2.177924121433881,Underpaid
749,4750.14857642762,0.7806700756511276,Fair
317,5277.549041008821,-0.18164336241740853,Fair
456,3923.034338979249,-0.47348398355417737,Fair
141,8369.164932534572,-1.3942880563627869,Fair
217,7565.0547004478,0.22673609287714971,Fair
490,3054.0966589628792,0.2883223492067888,Fair
306,4069.3577583624324,-0.1862699426083497,Fair
659,4819.794253932147,0.17115142184044163,Fair
956,4349.433425245104,0.737564216969364,Fair
583,5662.497014999195,-1.0955439876779298,Fair
900,5178.069774806847,-0.6560797506462986,Fair
661,4500.257377615589,-0.5863179299116653,Fair
409,4406.950232254083,-0.2550368703315427,Fair
100,4296.87727845558,-0.06434786154607286,Fair
786,6093.329226058717,0.43672986320756346,Fair
154,3493.0259775027635,-0.7407206658264512,Fair
47,7486.696426808586,0.1754660046792805,Fair
5,5183.843771803863,0.5687392889018115,Fair
173,5180.4783111175475,-0.3635261778376072,Fair
966,5638.37794073156,1.6246140197075687,Fair
927,3871.8518001962716,0.7404243496861568,Fair
223,3222.2631036584817,-0.5233513326050433,Fair
998,3897.498441754291,0.19621237528969251,Fair
260,4180.146413814131,-0.1359809450138304,Fair
559,7839.92060638498,0.8931774606108973,Fair
233,5026.391637659226,-0.6271413165990648,Fair
109,4082.5002687417636,1.0516459263060742,Fair
855,4148.372262003507,0.18241196060646148,Fair
981,4735.563141257798,-0.3588679632237516,Fair
99,6244.529601497652,-0.7948512127245076,Fair
766,5239.765924821359,0.8185352860877281,Fair
834,4944.927574192103,0.5957619712809177,Fair
221,4618.007967133019,0.44427746693681525,Fair
358,4874.913879559358,1.3444565274624185,Fair
972,5377.596591465946,0.36015984958411945,Fair
25,5856.97234560408,-0.20103277420788374,Fair
993,4308.436144041735,-0.521118644716365,Fair
682,3112.0151115294802,-0.9978131623939128,Fair
385,4128.5749301911,-0.8214662516287808,Fair
95,3880.811442485252,-0.43999545638452603,Fair
771,4157.26580753527,0.43081427057556654,Fair
452,5442.052116192797,-1.383103068972593,Fair
26,5161.685172850301,-1.9376791668655244,Fair
114,4959.559132894028,1.0264497745526986,Fair
126,5569.445089258279,1.2343729353003547,Fair
61,3882.6079537848736,-1.19694505730918,Fair
434,5490.209494066252,-0.7591296971130312,Fair
296,5913.850398281809,1.3256014247154289,Fair
245,3910.7881863933426,-0.23755522067149476,Fair
681,6671.165554020421,2.738210488700058,Underpaid
76,4358.840852835318,0.6513671732924381,Fair
899,5415.417819259008,-3.006071111019123,Overpaid
427,3775.7971108340917,1.5841100445764482,Fair
716,3575.916384797732,0.3734464914837779,Fair
418,5027.685603003013,1.3262170658754229,Fair
910,4341.422985442272,-0.4848074916207353,Fair
390,4744.829159342196,-0.6503745949086359,Fair
54,5406.64333736596,0.19508237924193927,Fair
844,5223.554843838664,-0.20616615188491663,Fair
351,3901.284706368478,-0.3556050412634749,Fair
472,4273.6525329402375,-0.15523021527400208,Fair
532,6004.61412769199,1.2325324067531203,Fair
644,6806.3970466969,0.13522339268208874,Fair
404,4738.6940447214765,0.2359213515530476,Fair
907,3126.1991849208225,0.27320321415137155,Fair
493,4766.642000400061,-0.019973840716973345,Fair
376,4328.848406594575,-1.4615732702377642,Fair
913,4823.636521051111,-0.7138375936306328,Fair
511,5739.380931974569,-0.6964904304896438,Fair
98,4329.559117816447,-1.099289654141974,Fair
286,3880.8239769450292,-0.9516622129977991,Fair
783,5811.004774439309,-1.294920942053724,Fair
740,4945.48098666411,-1.125879029321469,Fair
499,4432.436135236152,0.37153335774658797,Fair
781,4348.224464711195,-0.24197079828118276,Fair
18,5464.025327987671,-0.18141170196137973,Fair
197,4339.338955639965,0.5568219742155458,Fair
27,4151.421865465733,0.6011742442462313,Fair
729,5250.3726832035345,-1.4510784254892146,Fair
744,6213.6501788057885,-1.2926073685828756,Fair
345,4103.170002776057,-1.9782616642586002,Fair
703,6067.545055924456,-1.585547709932412,Fair
190,5368.469251664415,0.6475541827027395,Fair
743,4617.0138376278865,-1.9126953210924236,Fair
971,7221.039455801116,-1.0243433113747822,Fair
271,3965.299408489534,1.1086552752889447,Fair
327,7554.199821059399,2.030677957896353,Underpaid
807,4744.60272620019,0.5605247398826488,Fair
813,3271.5319148788813,0.09411465568724782,Fair
779,3984.8123441009784,-1.3474058722944182,Fair
796,5632.096754974261,1.3194827987318076,Fair
352,4674.119565286811,-0.15309797296409725,Fair
386,4306.840081376107,-0.4404602277362451,Fair
753,3951.7240224083534,0.39647029764950426,Fair
792,4620.887423540959,0.4359666459550805,Fair
732,6087.361647220759,-0.09402324397547872,Fair
263,3893.1327251542593,-0.14023392037883117,Fair
841,3117.2366379140126,-0.4319891722907526,Fair
169,4968.556186033483,0.8388771496398995,Fair
650,5016.459097720291,1.1516719942828113,Fair
563,3901.0276080537187,0.3645475689299275,Fair
660,7468.4360328553075,-0.04809415730330863,Fair
730,4961.437362793969,-0.7981970417963689,Fair
554,4996.756751890944,-0.49319522066613225,Fair
307,6064.025519366976,-1.0936048489696648,Fair
926,4806.71327623262,-0.38026268827662246,Fair
962,4305.032164387629,0.7916321430470948,Fair
758,4822.705266612442,-0.27426092542092895,Fair
897,3954.580344020287,0.6255364472618804,Fair
791,4760.323920682335,3.1382752353791057,Underpaid
642,5666.9879182445475,0.50855449613282,Fair
503,5648.441958422823,-0.9422481044887945,Fair
309,3906.5351219788536,0.1662830906227965,Fair
111,5703.476445392813,-0.7044377675342539,Fair
526,3907.9270476097718,0.8438630019215166,Fair
870,4766.320564867287,-1.2360874352681062,Fair
58,5987.197157717184,-0.41518746753168123,Fair
651,4550.885310088992,-1.1992619322525153,Fair
7,4709.163712358873,0.7587192582252171,Fair
967,5412.034186270406,-0.2214728229955624,Fair
139,4190.953554635053,0.7061957333224289,Fair
164,5220.971377879967,-0.982477321945045,Fair
359,3865.8197080191476,0.14477541200196412,Fair
839,3075.9300545333504,0.0023080123589968495,Fair
44,3511.861755034741,-0.9651014169374525,Fair
616,5756.224928782113,1.6009149804708989,Fair
64,4121.449189398612,1.1563717524536483,Fair
592,4198.050406201697,-0.0029663056639557205,Fair
587,5198.846509767663,0.9717885457539435,Fair
39,5520.763180482234,-0.21825466231456933,Fair
400,4235.749376673206,1.2293019962875873,Fair
787,4571.129712449889,-0.6060386408121786,Fair
889,5593.099685607674,-0.19411731935684612,Fair
984,4753.673912557398,0.7772075573124227,Fair
205,5407.025377341213,1.084479096860565,Fair
421,4803.489294638361,0.6855955549715279,Fair
961,3714.274479406314,-0.8763094625877224,Fair
863,5163.142543816548,-1.2430881801065872,Fair
285,5977.672404450264,-2.193429985799458,Overpaid
453,5635.304731291919,-0.9287569400529556,Fair
789,5329.650630100643,0.1536000152501958,Fair
497,3725.549265304347,0.5446832684552725,Fair
419,5625.173238762674,-0.9437086276833022,Fair
473,7504.9492531625965,0.7707313779275874,Fair
186,4557.817803609112,1.454031704250511,Fair
969,4837.5930992909525,0.2328490317389648,Fair
633,5648.471131427808,-0.3163275703781005,Fair
857,7171.722716396764,0.2624239758753853,Fair
873,5172.713432035047,1.0818982897907137,Fair
229,4081.8890778180694,0.09289823549541955,Fair
548,5242.673803640523,-0.1597522184392631,Fair
858,5054.86712027748,-0.19387507246766206,Fair
368,4515.432077178701,-0.9004636711320875,Fair
62,3251.873337085186,0.9849113093792411,Fair
627,4322.481525733697,-0.963929165503122,Fair
597,4736.51687346914,-0.4041609746251796,Fair
508,3261.624285682862,-0.46771970535496277,Fair
545,4916.256014870651,0.38289450529942326,Fair
596,4979.1794917105835,-0.3639581119450531,Fair
748,4553.728199822908,2.0604696440812864,Underpaid
455,3697.8898774497675,-0.32939720437703585,Fair
254,3910.009414544424,0.15364930473260816,Fair
138,4138.258470595143,-0.16968372909582416,Fair
515,5209.721527168629,0.17834201241477493,Fair
710,5190.325557134702,1.297970078073481,Fair
436,3290.197261773629,0.540117345122213,Fair
571,3293.620500911631,-0.016515910598919614,Fair
110,6093.487415878672,-0.6064233643716759,Fair
678,4411.0688263797765,0.18867777608296188,Fair
361,5402.107190128698,-1.5535720267972148,Fair
337,4876.692907321993,-1.7502796927498485,Fair
611,3945.5600185617905,-0.5743166930252459,Fair
701,5841.683535105853,0.14151800049033364,Fair
320,4987.360179485149,1.5045075958263983,Fair
614,4736.781976518483,0.8493941018538176,Fair
397,4401.089567579537,0.4921472344907463,Fair
149,5736.649797007956,-0.17903721515875232,Fair
794,4733.169047259356,0.2374939505964242,Fair
685,4004.950308610723,-0.7695588766401076,Fair
541,4732.2044055956,0.08168632678913541,Fair
159,7429.510439523323,0.2787985029243613,Fair
929,4106.609278519255,-0.03568464746598936,Fair
570,5969.414842173093,-0.03508139450294629,Fair
494,4357.4920137576755,1.2319848230431776,Fair
24,3708.3097954228247,-0.3987948999014962,Fair
690,4189.145637646574,-0.8064705729083457,Fair
129,3873.7723693702933,-0.7894251589802231,Fair
862,4332.126547169948,0.01476147496224687,Fair
973,5676.362336311979,0.34015761300016145,Fair
325,3719.7145851378154,0.08801239724263561,Fair
903,4504.565315763934,-0.8484221886630843,Fair
512,6211.237795917734,-2.6569103694731386,Overpaid
363,6737.470920247738,-1.5810701163604923,Fair
953,4121.581101068051,-1.5709889367691348,Fair
468,4187.2047464129855,0.6782103623510526,Fair
715,4807.933457848119,0.5897395826085926,Fair
847,4606.574105526688,0.34216460100092694,Fair
759,5404.62647077246,-1.527526962671869,Fair
831,3560.7705744604636,0.36954286300624833,Fair
680,4276.441446358536,-0.2510823012272008,Fair
420,6273.2782255675575,0.7374628046778501,Fair
527,5228.634176378397,0.6184402061217084,Fair
610,4796.402072813664,0.5558136945047434,Fair
250,5650.12085859633,1.1105908912023055,Fair
380,5233.562823301234,-2.4313418612106608,Overpaid
16,3912.673141317403,-0.7614780132715364,Fair
160,5442.162101331831,-0.9816888963405979,Fair
645,4174.794254195111,0.9929346688447843,Fair
49,5410.021332512053,0.2167543963509097,Fair
990,7766.9489741639145,0.16935193426332376,Fair
412,3899.9743862586256,0.04089436748467913,Fair
378,5597.137303970146,2.7459817142020517,Underpaid
295,4751.709207508782,-0.15241588488260074,Fair
568,4906.678401628034,0.30771768395434884,Fair
128,3266.0285212506856,0.3401262985598315,Fair
298,7005.242035725828,1.5224318437560476,Fair
997,5452.440477893501,0.3034817322456216,Fair
238,5032.3759272250845,0.293788464971604,Fair
168,4813.020132926987,0.9888735540525465,Fair
893,5164.171688956108,-1.4218854366757747,Fair
447,5867.198510545438,0.92575614999313,Fair
81,3284.4105476513396,0.3507793006866718,Fair
876,3452.4548930849473,-0.13899278207522228,Fair
942,3909.5068178286638,0.03735161003661534,Fair
938,4897.76780668774,-0.1272525763929218,Fair
31,4591.068523354352,0.5678845210129535,Fair
243,5782.709135867011,1.1516599897121684,Fair
672,5022.883139517839,1.0197599293486914,Fair
741,5981.896925737383,1.1590771825187218,Fair
572,5168.397489152117,0.3510723649491904,Fair
776,5238.555656726949,0.684714943145688,Fair
579,4086.840000833782,0.8590856068007252,Fair
706,4812.0118405527355,1.847751425749027,Fair
28,3881.6316380197914,1.0331150898555574,Fair
578,3872.002971349606,-1.0884833707088077,Fair
123,5314.670118657899,-0.7994679863442499,Fair
803,5168.424753370597,1.00825348832774,Fair
936,5198.201180550265,-1.6770888465720624,Fair
921,4288.7598243097145,-0.6434415902536188,Fair
724,3898.7925390036494,-0.07654032384863756,Fair
564,3355.504433194786,-0.014451714645311076,Fair
509,4580.973871083717,0.5167177325985829,Fair
272,5189.0377827183,-0.9736186150649749,Fair
348,7242.633749237962,0.23381692951500865,Fair
757,5184.614287666581,-0.5438623498053549,Fair
278,4104.668797427925,-1.7520566614714337,Fair
895,4915.288451539554,-1.9008016824360376,Fair
908,5919.69942424828,-0.21127810172256878,Fair
432,4778.336334806896,-1.2260033725162869,Fair
692,3251.748150439865,0.19245761300486264,Fair
976,6227.689806067915,-0.11045264105276356,Fair
148,4345.933148171521,-0.34164708181185993,Fair
300,5498.836558467907,0.5819505973830402,Fair
557,5689.986318315018,1.0173165018026697,Fair
446,3470.390704022124,-0.2597970970809659,Fair
878,5233.881687270943,-1.34992842549075,Fair
458,3118.1502261501996,0.3822078088342763,Fair
